loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_writeoff,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,total_pymnt
23000,23000, 36 months,0.099,741.18,B,B1,RENT,63208,Verified,0,debt_consolidation,160xx,PA,19.61,0,0,0,19843,25889.76269
6750,6750, 36 months,0.173,241.57,D,D3,RENT,48000,Source Verified,0,small_business,300xx,GA,1,2,2,0,298,8696.239999
10000,10000, 36 months,0.107,325.74,B,B2,MORTGAGE,45500,Source Verified,0,credit_card,349xx,FL,8.78,0,0,0,10802,11572.82212
16000,16000, 60 months,0.117,353.58,B,B3,MORTGAGE,48000,Source Verified,0,debt_consolidation,597xx,MT,10.75,0,0,0,18163,19749.45317
5600,5600, 36 months,0.089,177.82,A,A5,RENT,19200,Not Verified,0,credit_card,606xx,IL,13.19,0,2,0,4095,6331.008485
12000,12000, 60 months,0.194,314.07,E,E3,RENT,68000,Source Verified,0,debt_consolidation,065xx,CT,23.15,0,0,0,23936,18843.83755
4800,4800, 36 months,0.06,146.1,A,A1,OWN,35000,Source Verified,0,other,074xx,NJ,14.61,0,0,0,7263,5203.453232
25000,15675, 60 months,0.147,370.63,C,C3,MORTGAGE,63000,Verified,0,debt_consolidation,325xx,FL,24.93,0,1,0,20546,22017.08002
10000,10000, 36 months,0.117,330.76,B,B3,RENT,29406,Source Verified,1,debt_consolidation,919xx,CA,10.41,0,0,0,8692,6945.96
2200,2200, 36 months,0.099,70.9,B,B1,RENT,26004,Verified,1,debt_consolidation,150xx,PA,14.95,0,0,0,3820,262.7
24000,24000, 36 months,0.127,805.08,B,B5,RENT,120000,Source Verified,1,credit_card,900xx,CA,13.9,0,0,0,27314,28413.79
16000,16000, 36 months,0.079,500.65,A,A4,MORTGAGE,110000,Not Verified,0,credit_card,537xx,WI,8.69,0,2,0,17043,17812.4218
10000,10000, 36 months,0.099,322.25,B,B1,RENT,34000,Source Verified,0,credit_card,031xx,NH,17.51,0,1,0,12937,11600.98
10625,10625, 36 months,0.143,364.54,C,C2,RENT,26500,Not Verified,1,debt_consolidation,054xx,VT,15.49,0,1,0,5872,3413.02
9600,9600, 36 months,0.147,331.15,C,C3,RENT,40000,Source Verified,0,credit_card,282xx,NC,5.2,0,1,0,5271,11881.68651
7200,7200, 36 months,0.209,270.86,F,F1,MORTGAGE,88800,Verified,1,debt_consolidation,451xx,OH,20.46,0,3,0,17998,6677.98
12000,12000, 36 months,0.089,381.04,A,A5,RENT,100000,Not Verified,0,debt_consolidation,113xx,NY,12.94,0,0,0,10576,13717.39
5000,5000, 36 months,0.124,167.08,B,B4,RENT,45000,Not Verified,0,credit_card,112xx,NY,4.21,0,1,0,5592,5954.567796
30000,29092.57163, 60 months,0.217,822.95,F,F3,RENT,85000,Verified,0,debt_consolidation,100xx,NY,11.44,0,2,0,23760,49376.82596
12000,12000, 36 months,0.163,423.61,D,D1,RENT,36000,Verified,0,credit_card,968xx,HI,14,0,1,0,11926,14528.68628
18000,18000, 36 months,0.173,644.18,D,D3,RENT,80000,Verified,0,debt_consolidation,111xx,NY,21.43,0,1,0,21980,23190.04001
10000,10000, 36 months,0.099,322.25,B,B1,RENT,50000,Source Verified,0,credit_card,223xx,VA,9.1,0,0,0,13020,11256.57948
10000,9994.464812, 36 months,0.099,322.25,B,B1,RENT,75000,Not Verified,0,debt_consolidation,088xx,NJ,11.23,0,1,0,9105,11401.54608
26000,26000, 36 months,0.075,808.89,A,A3,MORTGAGE,105000,Verified,0,debt_consolidation,301xx,GA,15.3,0,0,0,15093,28140.89977
17475,17475, 36 months,0.099,563.14,B,B1,RENT,45408,Source Verified,0,debt_consolidation,923xx,CA,24.92,0,1,0,29544,20263.93001
10400,10400, 60 months,0.224,289.32,F,F5,MORTGAGE,72000,Source Verified,1,debt_consolidation,925xx,CA,8.82,0,0,0,9334,3525.35
10000,9994.503972, 36 months,0.107,325.74,B,B2,RENT,67500,Source Verified,0,credit_card,900xx,CA,9.3,0,1,0,17675,11437.46751
17250,17250, 36 months,0.194,635.99,E,E3,RENT,60000,Verified,0,credit_card,303xx,GA,4.08,0,3,0,14981,22149.94859
10000,10000, 36 months,0.066,307.04,A,A2,MORTGAGE,65000,Source Verified,0,debt_consolidation,272xx,NC,7.16,0,1,0,46667,11053.31
12000,12000, 60 months,0.135,276.06,C,C1,RENT,55000,Not Verified,1,debt_consolidation,445xx,OH,14.49,0,2,0,18622,1104.24
6000,6000, 60 months,0.079,121.38,A,A4,OWN,34848,Verified,0,credit_card,024xx,MA,12.16,0,0,0,10040,7213.900002
19075,19075, 60 months,0.183,486.98,D,D5,RENT,48000,Source Verified,0,debt_consolidation,951xx,CA,21.2,0,1,0,20306,25901.49244
20000,20000, 36 months,0.117,661.52,B,B3,MORTGAGE,55000,Verified,0,credit_card,430xx,OH,23.89,0,3,0,19037,22780.23291
24000,23975, 36 months,0.079,750.97,A,A4,RENT,65000,Verified,0,debt_consolidation,113xx,NY,22.12,0,0,0,11383,27034.77001
17200,17200, 60 months,0.173,429.97,D,D3,MORTGAGE,55000,Verified,1,home_improvement,152xx,PA,23.76,0,1,0,18467,16270.39
15000,15000, 36 months,0.089,476.3,A,A5,MORTGAGE,75000,Verified,0,home_improvement,770xx,TX,21.6,0,1,0,5581,17146.73001
10625,10625, 36 months,0.117,351.44,B,B3,RENT,30000,Source Verified,1,credit_card,882xx,NM,23.2,0,0,0,12103,11441.01
8400,8400, 36 months,0.147,289.76,C,C3,RENT,30000,Source Verified,0,credit_card,187xx,PA,15.84,0,1,0,11568,10245.58078
28000,28000, 60 months,0.147,660.99,C,C3,RENT,160000,Verified,0,credit_card,914xx,CA,11.81,0,2,0,14562,39658.95879
16000,16000, 36 months,0.16,562.2,C,C5,MORTGAGE,60000,Source Verified,0,home_improvement,300xx,GA,7.7,0,3,0,9822,20239.05
18000,11000, 60 months,0.168,272.02,D,D2,MORTGAGE,59000,Source Verified,0,credit_card,557xx,MN,4.62,0,3,0,11243,16038.55001
15000,15000, 36 months,0.143,514.64,C,C2,MORTGAGE,35000,Verified,0,credit_card,797xx,TX,12.58,0,1,0,5615,18002.14516
20675,12625, 60 months,0.135,290.44,C,C1,MORTGAGE,81800,Verified,0,debt_consolidation,220xx,VA,17.85,0,0,0,24645,13045.92108
13225,13225, 36 months,0.127,443.64,B,B5,MORTGAGE,65000,Verified,0,credit_card,774xx,TX,23.48,0,1,0,17982,14970.24498
11775,11775, 36 months,0.135,399.54,C,C1,RENT,44400,Not Verified,0,credit_card,334xx,FL,13.11,0,0,0,13634,14383.05001
16400,16375, 60 months,0.173,409.97,D,D3,RENT,61500,Verified,1,credit_card,071xx,NJ,12.51,0,1,0,14906,9955
10075,10075, 36 months,0.124,336.66,B,B4,MORTGAGE,46000,Verified,0,credit_card,725xx,AR,18.63,0,3,0,17072,12117.87
10000,9975, 36 months,0.143,343.09,C,C2,RENT,62000,Verified,0,debt_consolidation,111xx,NY,20.94,0,2,0,20159,12351.21
14000,14000, 36 months,0.124,467.82,B,B4,MORTGAGE,88000,Not Verified,0,debt_consolidation,285xx,NC,9.63,0,1,0,11271,16841.25001
13000,12994.46479, 36 months,0.099,418.93,B,B1,RENT,50000,Not Verified,1,debt_consolidation,111xx,NY,17.3,0,1,0,18246,14358.94
15000,15000, 36 months,0.117,496.14,B,B3,RENT,75000,Verified,0,debt_consolidation,331xx,FL,11.7,0,0,0,6622,17085.36621
5000,5000, 60 months,0.168,123.65,D,D2,MORTGAGE,90000,Verified,1,debt_consolidation,115xx,NY,3.92,0,0,0,6313,6939.4
9350,9350, 36 months,0.075,290.89,A,A3,MORTGAGE,100000,Verified,0,credit_card,809xx,CO,10,0,0,0,16358,10290.73331
30000,18275, 60 months,0.203,487.24,E,E5,MORTGAGE,110000,Verified,1,small_business,322xx,FL,23.21,0,1,0,26101,12389.79
18225,18225, 36 months,0.124,609,B,B4,RENT,40000,Not Verified,0,debt_consolidation,060xx,CT,19.65,0,0,0,27064,21923.70999
18000,18000, 60 months,0.153,430.78,C,C4,MORTGAGE,50000,Source Verified,0,debt_consolidation,130xx,NY,15.31,0,1,0,15940,18697.072
3600,3600, 36 months,0.066,110.54,A,A2,MORTGAGE,88824,Not Verified,0,other,410xx,KY,11.75,0,0,0,17137,3979.17
29000,27884.92262, 60 months,0.107,625.49,B,B2,MORTGAGE,180000,Verified,0,debt_consolidation,030xx,NH,3.9,0,0,0,55964,36288.72003
5000,5000, 36 months,0.163,176.51,D,D1,OWN,40000,Not Verified,0,car,206xx,MD,9.57,1,1,0,7470,6361.009767
6400,6400, 36 months,0.163,225.93,D,D1,RENT,50000,Not Verified,0,debt_consolidation,165xx,PA,22.63,0,2,0,16031,8133.129999
12000,12000, 60 months,0.168,296.75,D,D2,RENT,40000,Source Verified,1,debt_consolidation,324xx,FL,18.66,0,2,0,29089,5018.36
35000,35000, 36 months,0.089,1111.37,A,A5,MORTGAGE,114054,Verified,0,debt_consolidation,221xx,VA,16.18,0,0,0,28409,40009.00999
18000,18000, 36 months,0.099,580.05,B,B1,MORTGAGE,70000,Verified,0,credit_card,774xx,TX,22.51,0,1,0,14966,18910.41748
8075,8050, 60 months,0.224,224.64,F,F5,MORTGAGE,35000,Verified,0,debt_consolidation,170xx,PA,10.73,0,2,0,0,8226.3
15625,15625, 36 months,0.089,496.15,A,A5,MORTGAGE,45000,Verified,0,debt_consolidation,291xx,SC,24.64,0,0,0,14104,17806.90435
24000,23994.71133, 36 months,0.135,814.34,C,C1,RENT,77000,Verified,0,credit_card,802xx,CO,24.78,0,1,0,22154,29315.84003
5000,5000, 36 months,0.143,171.55,C,C2,MORTGAGE,61400,Not Verified,1,home_improvement,161xx,PA,21.71,0,1,0,16624,3417.64
14000,9200, 60 months,0.209,248.33,F,F1,MORTGAGE,76800,Verified,0,debt_consolidation,064xx,CT,6.83,2,0,0,526,14898.96235
6000,6000, 60 months,0.168,148.38,D,D2,RENT,80000,Source Verified,0,debt_consolidation,191xx,PA,9.09,0,1,0,10161,8906.447918
7200,7200, 36 months,0.099,232.02,B,B1,RENT,90000,Not Verified,0,credit_card,941xx,CA,8.59,0,0,0,16754,7565.898677
5000,5000, 36 months,0.143,171.55,C,C2,RENT,32000,Not Verified,1,debt_consolidation,082xx,NJ,20.93,0,0,0,11606,1715.5
6600,6600, 36 months,0.107,214.99,B,B2,RENT,42000,Not Verified,0,credit_card,337xx,FL,10.11,0,0,0,11338,7739.360002
7000,7000, 36 months,0.066,214.93,A,A2,MORTGAGE,24000,Verified,0,car,921xx,CA,11.45,0,3,0,14381,7581.625552
20000,20000, 36 months,0.153,695.96,C,C4,RENT,130000,Source Verified,0,debt_consolidation,954xx,CA,9.67,0,2,0,26972,24122.00012
8000,8000, 36 months,0.124,267.33,B,B4,RENT,35000,Verified,1,credit_card,071xx,NJ,23.79,0,0,0,7223,7087.12
12000,12000, 36 months,0.099,386.7,B,B1,RENT,70000,Not Verified,0,home_improvement,967xx,HI,10.46,0,0,0,7426,13751.18407
20000,19975, 36 months,0.117,661.52,B,B3,RENT,67000,Verified,0,credit_card,921xx,CA,16.55,0,0,0,17382,23082.7324
10000,10000, 36 months,0.089,317.54,A,A5,RENT,31000,Verified,0,debt_consolidation,109xx,NY,20.79,0,0,0,13080,11431.12
16000,10150, 60 months,0.127,229.91,B,B5,RENT,50000,Verified,1,debt_consolidation,073xx,NJ,26.11,0,1,0,6125,12207.97
10000,10000, 36 months,0.117,330.76,B,B3,MORTGAGE,145000,Not Verified,0,other,647xx,MO,10.65,0,0,0,18869,11907.35
18000,18000, 36 months,0.163,635.41,D,D1,RENT,66000,Verified,0,credit_card,945xx,CA,15.67,0,0,0,16814,22874.61001
4000,4000, 36 months,0.124,133.67,B,B4,RENT,100000,Not Verified,0,credit_card,112xx,NY,9.6,0,3,0,12710,4804.94
15000,15000, 36 months,0.124,501.23,B,B4,RENT,60000,Verified,0,debt_consolidation,983xx,WA,14.18,0,0,0,15451,18044.24001
10000,10000, 60 months,0.186,257.43,E,E1,OWN,40000,Verified,1,credit_card,028xx,RI,12.75,0,0,0,7803,2699.96
29500,17850, 60 months,0.143,419.02,C,C2,RENT,45000,Verified,0,debt_consolidation,906xx,CA,19.09,0,1,0,2037,24301.52997
20125,20100, 60 months,0.194,526.72,E,E3,MORTGAGE,103000,Verified,0,credit_card,750xx,TX,19.7,0,2,0,24164,28442.5845
30000,18375, 60 months,0.213,500.01,F,F2,RENT,137000,Verified,0,debt_consolidation,320xx,FL,8.73,1,2,0,10875,25222.19353
24000,24000, 36 months,0.168,852.93,D,D2,OWN,103000,Verified,0,debt_consolidation,641xx,MO,15.34,0,0,0,25426,30705.06003
14000,13950, 60 months,0.16,340.16,C,C5,RENT,75000,Verified,0,debt_consolidation,201xx,VA,12.62,0,1,0,6492,19566.28002
5375,5375, 36 months,0.107,175.09,B,B2,MORTGAGE,42000,Source Verified,0,credit_card,029xx,RI,17.69,0,0,0,27122,6168.955317
8300,8300, 36 months,0.089,263.56,A,A5,RENT,50000,Not Verified,0,debt_consolidation,890xx,NV,6.24,0,0,0,6663,8997.144753
7000,7000, 36 months,0.089,222.28,A,A5,OWN,50000,Not Verified,0,debt_consolidation,018xx,MA,16.68,0,1,0,8867,8001.780001
2425,2425, 36 months,0.153,84.39,C,C4,OWN,80004,Not Verified,0,home_improvement,088xx,NJ,23.92,1,3,0,24570,3052.799276
6950,6950, 36 months,0.099,223.97,B,B1,RENT,43000,Not Verified,0,credit_card,916xx,CA,20.51,0,0,0,12704,7349.790661
12375,12344.46478, 36 months,0.099,398.79,B,B1,OWN,32000,Verified,0,credit_card,322xx,FL,24.3,0,1,0,21451,13435.33138
35000,33906.1942, 60 months,0.203,933.14,E,E5,MORTGAGE,85000,Verified,0,debt_consolidation,802xx,CO,12.54,0,2,0,29254,55138.99996
14000,14000, 60 months,0.173,349.98,D,D3,RENT,60500,Verified,0,debt_consolidation,900xx,CA,19.95,0,0,0,11731,14401.85574
14000,14000, 36 months,0.143,480.33,C,C2,RENT,35000,Source Verified,0,debt_consolidation,111xx,NY,8.4,0,1,0,13018,16745.80143
5500,5500, 36 months,0.143,188.7,C,C2,RENT,24000,Not Verified,0,credit_card,665xx,KS,22.8,0,1,0,9519,6438.397323
4800,4800, 36 months,0.147,165.58,C,C3,RENT,44600,Source Verified,0,credit_card,920xx,CA,15.28,0,1,0,7954,5890.648789
9000,9000, 36 months,0.127,301.91,B,B5,RENT,52000,Source Verified,0,debt_consolidation,200xx,DC,12.88,0,0,0,10209,10868.48
16000,16000, 36 months,0.127,536.72,B,B5,OWN,67000,Verified,0,credit_card,100xx,NY,12.48,0,0,0,24214,19321.81
5000,5000, 36 months,0.079,156.46,A,A4,MORTGAGE,44136,Not Verified,0,debt_consolidation,958xx,CA,3.37,0,0,0,6327,5554.713124
35000,22025, 60 months,0.124,495.19,B,B4,MORTGAGE,66000,Verified,0,debt_consolidation,327xx,FL,8.96,0,0,0,16547,29570.1068
18500,18500, 36 months,0.079,578.87,A,A4,MORTGAGE,36000,Verified,0,debt_consolidation,986xx,WA,13.63,0,0,0,15765,18740.82931
5350,5350, 36 months,0.153,186.17,C,C4,MORTGAGE,52000,Source Verified,1,home_improvement,300xx,GA,9.46,0,1,0,21815,1861.7
25000,24975, 60 months,0.127,564.87,B,B5,RENT,65000,Verified,0,debt_consolidation,222xx,VA,18.02,0,4,0,26417,28616.90009
10000,10000, 36 months,0.107,325.74,B,B2,RENT,36000,Source Verified,0,credit_card,117xx,NY,11.2,0,0,0,10167,11725.17
12000,12000, 36 months,0.075,373.33,A,A3,RENT,36500,Not Verified,0,debt_consolidation,209xx,MD,24.1,0,1,0,19174,13056.73078
18000,17994.46481, 36 months,0.099,580.05,B,B1,MORTGAGE,40000,Source Verified,0,debt_consolidation,984xx,WA,11.85,0,2,0,10416,20834.64367
3000,3000, 36 months,0.176,107.83,D,D4,MORTGAGE,56604,Source Verified,0,other,923xx,CA,6.78,0,0,0,2516,3881.699999
6000,6000, 36 months,0.079,187.75,A,A4,RENT,23040,Source Verified,1,credit_card,951xx,CA,12.66,0,0,0,8282,3205.66
20000,19975, 60 months,0.168,494.59,D,D2,RENT,90000,Verified,0,credit_card,115xx,NY,16.77,0,3,0,20658,29179.12
35000,22575, 60 months,0.19,586.63,E,E2,MORTGAGE,99224.88,Verified,0,home_improvement,283xx,NC,12.07,0,2,0,9782,32725.69002
10000,10000, 36 months,0.099,322.25,B,B1,RENT,52000,Source Verified,0,debt_consolidation,201xx,VA,13.38,0,0,0,6002,11600.98
12000,9650, 60 months,0.099,204.61,B,B1,RENT,35000,Not Verified,0,debt_consolidation,070xx,NJ,17.45,0,0,0,6835,12314.02519
5875,5875, 36 months,0.079,183.84,A,A4,OWN,17640,Verified,0,debt_consolidation,915xx,CA,14.63,0,0,0,6822,6617.849998
10000,10000, 36 months,0.135,339.31,C,C1,RENT,86000,Not Verified,0,debt_consolidation,014xx,MA,10.1,0,2,0,5129,12214.92
28000,28000, 36 months,0.117,926.13,B,B3,MORTGAGE,118075,Source Verified,0,debt_consolidation,208xx,MD,15.01,0,1,0,21195,33340.55998
11200,11200, 36 months,0.117,370.46,B,B3,RENT,48000,Not Verified,0,other,104xx,NY,8.68,0,0,0,10323,12816.14166
10000,10000, 36 months,0.143,343.09,C,C2,RENT,65000,Not Verified,0,credit_card,916xx,CA,6.85,0,3,0,8258,11982.87873
20000,19975, 60 months,0.143,468.17,C,C2,RENT,40000,Verified,0,debt_consolidation,925xx,CA,20.61,0,0,0,11901,27732.63
9450,9450, 36 months,0.143,324.22,C,C2,RENT,28800,Not Verified,0,credit_card,070xx,NJ,18.96,0,1,0,14635,11671.88999
19000,19000, 60 months,0.168,469.86,D,D2,OWN,38000,Source Verified,1,debt_consolidation,778xx,TX,18.09,0,1,0,8145,18534.22
18825,18825, 60 months,0.186,484.61,E,E1,MORTGAGE,85000,Verified,0,debt_consolidation,070xx,NJ,14.77,0,0,0,17777,25904.97693
20400,20375, 60 months,0.176,513.38,D,D4,RENT,52000,Verified,0,credit_card,076xx,NJ,17.86,0,1,0,16945,30067.51001
21650,21650, 36 months,0.127,726.25,B,B5,MORTGAGE,62361,Verified,0,debt_consolidation,173xx,PA,21.28,0,0,0,17174,26144.80999
24000,15800, 60 months,0.217,434.11,F,F3,MORTGAGE,122400,Verified,1,debt_consolidation,206xx,MD,9.98,0,2,0,2844,9393.63
24500,24500, 60 months,0.173,612.46,D,D3,RENT,52000,Verified,0,debt_consolidation,070xx,NJ,13.85,0,0,0,24514,36746.71477
9000,9000, 36 months,0.107,293.16,B,B2,RENT,45000,Verified,0,debt_consolidation,618xx,IL,23.39,0,1,0,17081,10553.72
15000,15000, 60 months,0.117,331.48,B,B3,MORTGAGE,75000,Not Verified,0,credit_card,945xx,CA,14.05,0,0,0,16317,17877.56615
20000,19975, 60 months,0.186,514.86,E,E1,RENT,50000,Verified,0,credit_card,112xx,NY,13.37,0,1,0,22977,30891.34141
7100,7075, 60 months,0.194,185.83,E,E3,RENT,36000,Verified,0,credit_card,212xx,MD,23.13,0,1,0,18891,11149.05999
6000,6000, 36 months,0.107,195.44,B,B2,RENT,40000,Not Verified,0,debt_consolidation,761xx,TX,20.73,0,0,0,8840,6432.872039
5600,5600, 36 months,0.079,175.23,A,A4,RENT,25000,Not Verified,0,credit_card,110xx,NY,10.9,0,0,0,6242,6323.101756
7000,7000, 36 months,0.107,228.02,B,B2,RENT,85000,Source Verified,0,debt_consolidation,113xx,NY,5.22,0,0,0,17101,8208.410001
20300,20300, 60 months,0.143,475.2,C,C2,RENT,80000,Verified,1,debt_consolidation,112xx,NY,27.76,0,1,0,27388,20433.6
6000,6000, 36 months,0.107,195.44,B,B2,RENT,55000,Not Verified,0,credit_card,605xx,IL,7.99,0,1,0,10146,6253.769349
30000,29975, 60 months,0.143,702.26,C,C2,RENT,62000,Verified,0,credit_card,028xx,RI,21.25,0,1,0,6636,41636.92997
12000,12000, 36 months,0.079,375.49,A,A4,RENT,110000,Not Verified,0,debt_consolidation,086xx,NJ,4.85,0,0,0,17766,13517.35999
13650,13644.504, 36 months,0.107,444.63,B,B2,RENT,44000,Source Verified,0,credit_card,342xx,FL,24.57,0,1,0,16070,16006.44999
24000,18500, 60 months,0.127,418.01,B,B5,MORTGAGE,76000,Verified,0,debt_consolidation,025xx,MA,21.65,0,1,0,23659,24264.53005
6200,6200, 60 months,0.186,159.61,E,E1,MORTGAGE,51000,Source Verified,0,credit_card,982xx,WA,10.61,0,3,0,5936,8207.257966
25000,24975, 60 months,0.147,590.17,C,C3,MORTGAGE,106000,Verified,0,credit_card,954xx,CA,7.15,0,2,0,29579,28940.6031
12000,12000, 36 months,0.135,407.17,C,C1,RENT,42000,Source Verified,0,debt_consolidation,220xx,VA,12.66,0,0,0,9192,12134.99208
2300,2300, 36 months,0.075,71.56,A,A3,MORTGAGE,78000,Source Verified,1,other,484xx,MI,10.23,0,1,0,15190,984.33
8875,8875, 36 months,0.107,289.09,B,B2,RENT,19240,Verified,0,debt_consolidation,844xx,UT,18.21,0,1,0,9757,10412.18
18800,18800, 60 months,0.213,511.57,F,F2,RENT,75000,Source Verified,1,debt_consolidation,100xx,NY,11.73,0,2,0,28858,5086.32
12000,12000, 60 months,0.117,265.18,B,B3,RENT,75000,Not Verified,0,home_improvement,224xx,VA,12.08,0,1,0,6914,15792.53998
9000,9000, 36 months,0.079,281.62,A,A4,RENT,52800,Not Verified,0,credit_card,207xx,MD,7.93,0,0,0,3219,10019.61084
7600,7600, 36 months,0.089,241.33,A,A5,OWN,75000,Source Verified,0,debt_consolidation,152xx,PA,16.26,0,0,0,18885,8531.048243
16000,13925, 60 months,0.117,308.27,B,B3,RENT,40000,Verified,0,debt_consolidation,342xx,FL,19.68,0,0,0,7187,17231.97673
12000,12000, 60 months,0.183,306.36,D,D5,RENT,24000,Source Verified,0,credit_card,432xx,OH,11.8,0,1,0,7739,17561.61998
22500,22475, 60 months,0.209,607.31,F,F1,RENT,45000,Verified,0,major_purchase,069xx,CT,7.65,0,0,0,8735,28919.95168
20000,19975, 60 months,0.183,510.6,D,D5,RENT,105000,Verified,0,debt_consolidation,333xx,FL,12.74,0,1,0,14106,23695.70573
6000,6000, 36 months,0.135,203.59,C,C1,MORTGAGE,60000,Source Verified,0,debt_consolidation,212xx,MD,9.82,0,0,0,7540,6495.777803
7200,7200, 36 months,0.099,232.02,B,B1,OWN,53000,Not Verified,0,credit_card,020xx,MA,16.14,0,1,0,22964,8191.11566
8000,8000, 36 months,0.107,260.59,B,B2,RENT,46330,Source Verified,0,debt_consolidation,984xx,WA,6.53,0,1,0,9838,9347.083242
24575,24525, 60 months,0.19,637.9,E,E2,MORTGAGE,59000,Verified,1,credit_card,354xx,AL,19.75,0,0,0,21151,25480.07
18000,18000, 60 months,0.147,424.92,C,C3,MORTGAGE,36000,Verified,0,debt_consolidation,448xx,OH,18.63,0,1,0,15332,25495.1044
19000,19000, 36 months,0.075,591.11,A,A3,MORTGAGE,95000,Source Verified,0,debt_consolidation,193xx,PA,5.28,0,3,0,6316,20852.60385
14400,14400, 36 months,0.153,501.09,C,C4,RENT,58977,Source Verified,0,credit_card,931xx,CA,12.88,0,1,0,16939,18039.1
8400,8400, 36 months,0.127,281.78,B,B5,RENT,75000,Source Verified,0,wedding,073xx,NJ,3.81,0,0,0,7493,10143.94
7500,7500, 36 months,0.127,251.59,B,B5,RENT,27000,Source Verified,0,debt_consolidation,978xx,OR,13.82,0,0,0,6962,9057.079999
30000,29975, 60 months,0.209,809.75,F,F1,MORTGAGE,72000,Verified,0,debt_consolidation,891xx,NV,17.6,0,3,0,29732,38976.47692
12375,12375, 60 months,0.16,300.68,C,C5,RENT,37000,Not Verified,0,credit_card,151xx,PA,23.74,0,1,0,15976,17888.93999
10000,10000, 36 months,0.075,311.11,A,A3,MORTGAGE,69077,Not Verified,0,debt_consolidation,993xx,WA,17.37,0,1,0,28667,11199.89
22000,21950, 60 months,0.173,549.96,D,D3,RENT,54329,Verified,0,debt_consolidation,114xx,NY,7.91,0,1,0,15808,30880.55998
12000,12000, 36 months,0.127,402.54,B,B5,RENT,200000,Source Verified,0,debt_consolidation,105xx,NY,6.61,0,2,0,16375,13500.57325
5000,5000, 36 months,0.127,167.73,B,B5,MORTGAGE,110000,Source Verified,0,other,440xx,OH,20.02,0,2,0,23729,5344.164241
21000,21000, 36 months,0.163,741.31,D,D1,RENT,63500,Source Verified,0,debt_consolidation,276xx,NC,19.79,0,1,0,25800,26416.39677
24000,24000, 36 months,0.089,762.08,A,A5,MORTGAGE,70000,Source Verified,0,home_improvement,757xx,TX,1.77,0,1,0,7132,27133.26449
6000,6000, 36 months,0.135,203.59,C,C1,RENT,30000,Source Verified,0,medical,208xx,MD,10.8,0,0,0,13465,6926.845366
4800,4800, 36 months,0.06,146.1,A,A1,RENT,54996,Not Verified,0,other,115xx,NY,5.89,0,0,0,8800,5274.231733
5000,5000, 36 months,0.209,188.1,F,F1,RENT,21000,Verified,1,other,986xx,WA,7.14,0,0,0,496,5803.64
5850,5850, 36 months,0.147,201.8,C,C3,RENT,38000,Verified,0,credit_card,030xx,NH,23.59,0,1,0,9552,6952.692762
17000,17000, 60 months,0.186,437.63,E,E1,MORTGAGE,72000,Not Verified,0,debt_consolidation,363xx,AL,14.65,0,1,0,14545,26257.67812
21000,21000, 60 months,0.117,464.07,B,B3,RENT,75000,Verified,0,credit_card,021xx,MA,8.88,0,0,0,12076,25569.94268
17475,16175, 60 months,0.173,404.35,D,D3,RENT,56000,Verified,1,other,890xx,NV,24.84,0,2,0,15133,12457.55
4750,4750, 36 months,0.089,150.83,A,A5,OWN,48000,Verified,0,home_improvement,921xx,CA,10.07,0,1,0,34679,5429.79
12000,12000, 60 months,0.209,323.9,F,F1,MORTGAGE,100000,Not Verified,0,debt_consolidation,953xx,CA,13.76,0,0,1,9214,16264.58931
